PI_email	Institution_of_dataset	Dataset	Request_timeStamp	Expected_answer
raymondmartinez@ucd.edu	UCI	Data Set 24	1668890312	N
raymondmartinez@ucd.edu	UCSD	Data Set 15	1668400834	N
raymondmartinez@ucd.edu	UCSD	Data Set 17	1668812800	N
raymondmartinez@ucd.edu	UCD	Data Set 38	1671378125	Y
raymondmartinez@ucd.edu	UCSD	Data Set 16	1667759440	Y
raymondmartinez@ucd.edu	UCI	Data Set 29	1669833872	N
raymondmartinez@ucd.edu	UCI	Data Set 21	1671314961	Y
raymondmartinez@ucd.edu	UCD	Data Set 39	1669344041	N
raymondmartinez@ucd.edu	UCD	Data Set 37	1667916511	N
raymondmartinez@ucd.edu	UCD	Data Set 33	1669507011	N
raymondmartinez@ucd.edu	UCD	Data Set 31	1672472541	N
raymondmartinez@ucd.edu	UCSD	Data Set 14	1671332338	N
raymondmartinez@ucd.edu	UCSD	Data Set 110	1672255516	N
raymondmartinez@ucd.edu	UCSD	Data Set 12	1667856015	N
raymondmartinez@ucd.edu	UCSD	Data Set 13	1670128931	N
raymondmartinez@ucd.edu	UCSD	Data Set 18	1667938290	N
raymondmartinez@ucd.edu	UCD	Data Set 34	1669560064	N
raymondmartinez@ucd.edu	UCI	Data Set 210	1667379004	N
raymondmartinez@ucd.edu	UCD	Data Set 36	1672338811	Y
raymondmartinez@ucd.edu	UCI	Data Set 25	1669033751	N
raymondmartinez@ucd.edu	UCI	Data Set 27	1669144830	N
raymondmartinez@ucd.edu	UCD	Data Set 32	1672434222	N
raymondmartinez@ucd.edu	UCI	Data Set 23	1670375421	N
rphillips55@ucd.edu	UCI	Data Set 23	1668037140	N
ruthb18@ucd.edu	UCD	Data Set 310	1670354123	N
ruthb18@ucd.edu	UCI	Data Set 28	1669309881	N
ruthb18@ucd.edu	UCD	Data Set 32	1671993516	N
ruthb18@ucd.edu	UCD	Data Set 38	1669703830	N
ruthb18@ucd.edu	UCSD	Data Set 17	1671691621	N
ruthb18@ucd.edu	UCI	Data Set 25	1670934599	N
ruthb18@ucd.edu	UCI	Data Set 210	1671251615	N
ruthb18@ucd.edu	UCI	Data Set 23	1669154325	N
ruthb18@ucd.edu	UCSD	Data Set 12	1669386189	N
ruthb18@ucd.edu	UCSD	Data Set 16	1670567534	Y
ruthb18@ucd.edu	UCSD	Data Set 18	1670450377	Y
ruthb18@ucd.edu	UCD	Data Set 39	1670565585	N
ruthb18@ucd.edu	UCI	Data Set 22	1669348799	N
ruthb18@ucd.edu	UCD	Data Set 33	1672235264	N
ruthb18@ucd.edu	UCSD	Data Set 13	1667915721	N
ruthb18@ucd.edu	UCSD	Data Set 19	1667341421	N
ruthb18@ucd.edu	UCSD	Data Set 110	1669511000	N
ruthb18@ucd.edu	UCI	Data Set 21	1667646366	Y
ruthb18@ucd.edu	UCD	Data Set 36	1668412853	N
ruthb18@ucd.edu	UCI	Data Set 24	1667474229	N
ruthb18@ucd.edu	UCD	Data Set 34	1670827183	N
ruthb18@ucd.edu	UCSD	Data Set 15	1671552888	N
ruthb18@ucd.edu	UCI	Data Set 29	1670259523	N
ruthb18@ucd.edu	UCSD	Data Set 14	1671489535	N
ruthb18@ucd.edu	UCD	Data Set 31	1671313210	N
ruthb18@ucd.edu	UCI	Data Set 27	1669640040	N
samuelh@ucd.edu	UCI	Data Set 24	1671315207	Y
samuelh@ucd.edu	UCI	Data Set 23	1667935266	Y
samuelh@ucd.edu	UCD	Data Set 35	1669195925	Y
samuelh@ucd.edu	UCI	Data Set 210	1667565055	Y
samuelh@ucd.edu	UCSD	Data Set 12	1669558621	Y
samuelh@ucd.edu	UCI	Data Set 21	1671944953	Y
samuelh@ucd.edu	UCI	Data Set 25	1667987396	Y
samuelh@ucd.edu	UCSD	Data Set 16	1670442462	Y
samuelh@ucd.edu	UCD	Data Set 38	1670286752	Y
samuelh@ucd.edu	UCSD	Data Set 110	1669735049	Y
samuelh@ucd.edu	UCSD	Data Set 13	1671347181	Y
samuelh@ucd.edu	UCD	Data Set 32	1667661115	N
samuelh@ucd.edu	UCD	Data Set 31	1671275292	N
samuelh@ucd.edu	UCSD	Data Set 15	1669139226	N
samuelh@ucd.edu	UCD	Data Set 37	1671963836	Y
samuelh@ucd.edu	UCI	Data Set 29	1671820206	Y
sm87@ucd.edu	UCSD	Data Set 14	1670977000	N
sm87@ucd.edu	UCI	Data Set 22	1670665552	N
sm87@ucd.edu	UCI	Data Set 28	1669732755	N
sm87@ucd.edu	UCSD	Data Set 110	1669740359	N
sm87@ucd.edu	UCD	Data Set 35	1671383099	Y
sm87@ucd.edu	UCSD	Data Set 17	1670795072	N
sm87@ucd.edu	UCD	Data Set 34	1667696575	N
sm87@ucd.edu	UCD	Data Set 310	1671167516	N
sm87@ucd.edu	UCSD	Data Set 13	1671047057	N
sm87@ucd.edu	UCSD	Data Set 11	1671511059	N
sm87@ucd.edu	UCSD	Data Set 12	1671119236	N
sm87@ucd.edu	UCD	Data Set 37	1668193960	N
sm87@ucd.edu	UCSD	Data Set 15	1669771929	N
sm87@ucd.edu	UCI	Data Set 210	1667843906	N
sm87@ucd.edu	UCI	Data Set 23	1668267789	N
sm87@ucd.edu	UCD	Data Set 32	1668827558	N
sm87@ucd.edu	UCSD	Data Set 18	1669510887	N
sm87@ucd.edu	UCI	Data Set 25	1668962802	N
sm87@ucd.edu	UCI	Data Set 24	1669147019	N
sm87@ucd.edu	UCD	Data Set 38	1670556531	Y
sm87@ucd.edu	UCD	Data Set 31	1668010636	Y
sm11@ucd.edu	UCSD	Data Set 13	1669088630	N
sm11@ucd.edu	UCSD	Data Set 11	1671091665	N
sm11@ucd.edu	UCSD	Data Set 16	1668368441	Y
sm11@ucd.edu	UCD	Data Set 38	1667293133	Y
sm11@ucd.edu	UCD	Data Set 39	1671860260	N
sm11@ucd.edu	UCD	Data Set 36	1669202668	Y
sm11@ucd.edu	UCSD	Data Set 12	1671407757	N
sm11@ucd.edu	UCD	Data Set 35	1672198576	Y
sm11@ucd.edu	UCD	Data Set 31	1671592678	N
sm11@ucd.edu	UCD	Data Set 34	1667668999	N
sm11@ucd.edu	UCI	Data Set 29	1667791230	N
sm11@ucd.edu	UCI	Data Set 28	1670793006	N
sm11@ucd.edu	UCSD	Data Set 15	1668742683	N
sm11@ucd.edu	UCI	Data Set 22	1670669954	N
sm11@ucd.edu	UCSD	Data Set 110	1668384954	N
sm11@ucd.edu	UCSD	Data Set 19	1671972336	Y
sharonhall@ucd.edu	UCI	Data Set 27	1672047174	N
sharonhall@ucd.edu	UCI	Data Set 29	1671667516	N
sharonhall@ucd.edu	UCD	Data Set 31	1667575011	N
sharonhall@ucd.edu	UCSD	Data Set 19	1667986994	N
sharonhall@ucd.edu	UCD	Data Set 36	1669029358	N
sharonhall@ucd.edu	UCSD	Data Set 110	1670100557	N
sharonhall@ucd.edu	UCD	Data Set 35	1668376097	Y
sharonhall@ucd.edu	UCSD	Data Set 17	1671636889	N
sharonhall@ucd.edu	UCD	Data Set 32	1671700167	N
sharonhall@ucd.edu	UCI	Data Set 25	1670960977	N
sharonhall@ucd.edu	UCI	Data Set 22	1667360759	N
sharonhall@ucd.edu	UCD	Data Set 33	1667876755	N
sharonhall@ucd.edu	UCI	Data Set 21	1670926045	Y
sharonhall@ucd.edu	UCI	Data Set 210	1669686251	N
sharonhall@ucd.edu	UCSD	Data Set 12	1667903103	N
sharonhall@ucd.edu	UCSD	Data Set 15	1668220524	N
sharonhall@ucd.edu	UCSD	Data Set 14	1670437836	N
sharonhall@ucd.edu	UCSD	Data Set 16	1669768093	Y
sharonhall@ucd.edu	UCSD	Data Set 13	1668728724	N
sharonhall@ucd.edu	UCD	Data Set 39	1671745144	N
sharonhall@ucd.edu	UCI	Data Set 26	1670070895	N
sharonhall@ucd.edu	UCI	Data Set 23	1668929997	N
sharonhall@ucd.edu	UCSD	Data Set 11	1670368275	N
timothym@ucd.edu	UCSD	Data Set 14	1671701876	N
timothym@ucd.edu	UCD	Data Set 37	1667501219	N
timothym@ucd.edu	UCSD	Data Set 15	1669720529	N
timothym@ucd.edu	UCD	Data Set 310	1670731801	N
timothym@ucd.edu	UCI	Data Set 25	1670718683	N
timothym@ucd.edu	UCD	Data Set 39	1667447926	N
